 ;De 16 a 19 años;;;De 20 a 24 años;;;De 25 a 34 años;;;De 35 a 44 años;;;De 45 a 54 años;;;55 y más años;;
 ;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres
01 Andalucía;;;;;;;;;;;;;;;;;;
    2013T4;4.6;3.1;1.5;30.7;17.0;13.7;78.8;41.5;37.2;78.7;41.3;37.5;56.6;29.9;26.6;31.6;19.2;12.4
    2013T3;4.7;2.7;2.1;33.3;18.6;14.7;81.1;42.3;38.8;72.0;36.8;35.3;57.4;31.7;25.6;30.7;18.4;12.3
    2013T2;5.5;2.5;3.0;32.3;17.8;14.5;82.4;41.8;40.6;80.9;39.9;41.0;60.8;34.4;26.4;28.5;17.2;11.3
    2013T1;5.6;3.1;2.5;31.3;16.1;15.2;86.9;46.8;40.0;76.4;38.7;37.7;62.2;34.4;27.8;25.4;14.8;10.6
    2012T4;6.1;3.1;3.0;31.3;16.3;15.0;85.6;46.3;39.3;73.4;36.4;37.0;54.4;30.9;23.6;26.0;15.2;10.8
    2012T3;6.3;3.3;3.0;34.1;17.9;16.2;82.4;44.5;37.9;66.3;34.9;31.4;49.7;27.4;22.3;24.7;14.4;10.3
    2012T2;7.6;4.2;3.4;29.4;17.0;12.4;89.6;47.5;42.1;69.9;38.0;31.9;54.6;31.7;22.9;24.7;14.1;10.6
    2012T1;6.5;3.2;3.3;29.0;15.8;13.2;85.9;41.7;44.2;68.7;35.9;32.9;51.8;30.0;21.8;24.0;12.8;11.1
    2011T4;6.3;3.7;2.7;26.0;15.5;10.5;80.1;39.0;41.0;62.8;31.0;31.8;43.9;22.6;21.2;20.8;11.2;9.6
    2011T3;7.4;4.2;3.2;22.9;13.0;9.8;75.8;37.4;38.4;58.8;29.0;29.8;40.7;19.9;20.8;19.4;10.5;8.9
    2011T2;7.3;4.9;2.5;25.2;14.5;10.7;73.2;37.0;36.1;55.5;26.1;29.4;38.7;18.9;19.8;19.0;10.6;8.3
    2011T1;7.7;4.7;3.1;28.1;15.5;12.6;77.0;40.1;36.9;55.4;27.7;27.7;37.1;18.6;18.5;19.9;10.1;9.8
    2010T4;6.7;4.0;2.8;26.1;14.1;11.9;68.6;35.9;32.8;51.5;25.2;26.2;32.0;17.2;14.8;18.2;10.0;8.2
    2010T3;9.2;4.6;4.5;24.6;11.8;12.8;60.6;31.5;29.2;50.6;25.3;25.3;33.6;17.6;16.0;16.5;9.2;7.3
    2010T2;8.9;4.4;4.5;23.0;14.8;8.3;68.3;33.8;34.5;50.7;25.0;25.7;34.6;16.1;18.5;15.6;9.2;6.5
    2010T1;8.1;4.4;3.7;26.5;14.4;12.1;62.9;32.3;30.5;53.4;25.1;28.3;34.1;16.9;17.1;15.3;9.1;6.2
    2009T4;6.5;4.3;2.2;25.0;12.4;12.6;55.6;26.9;28.7;39.0;18.6;20.5;28.3;13.8;14.5;13.2;7.7;5.4
    2009T3;8.7;5.1;3.5;26.1;13.2;12.9;50.3;24.6;25.7;36.0;17.9;18.1;25.9;13.7;12.2;14.1;7.1;7.0
    2009T2;7.1;4.7;2.5;25.2;15.9;9.4;52.5;25.1;27.4;41.6;18.7;22.9;28.4;14.9;13.5;11.8;6.2;5.6
    2009T1;9.5;7.0;2.5;22.1;13.5;8.5;50.8;22.4;28.5;37.0;16.0;21.0;28.5;15.9;12.5;13.1;7.2;5.9
    2008T4;6.8;3.9;3.0;18.5;10.1;8.4;39.4;19.4;20.1;29.6;12.3;17.3;22.2;12.0;10.3;11.1;5.7;5.4
    2008T3;9.6;4.8;4.8;17.4;7.3;10.1;32.4;16.0;16.4;22.2;8.4;13.8;21.2;9.8;11.5;7.5;3.6;3.9
    2008T2;5.8;3.4;2.4;15.6;6.8;8.8;35.2;13.7;21.5;23.7;9.5;14.2;17.3;8.2;9.1;10.4;4.7;5.7
    2008T1;4.8;3.7;1.1;15.9;9.9;6.0;38.6;18.8;19.8;22.1;9.7;12.4;17.2;7.8;9.3;9.8;4.1;5.7
    2007T4;5.5;4.1;1.4;13.3;7.1;6.3;33.4;11.5;22.0;22.5;8.4;14.1;13.3;6.0;7.4;8.3;4.1;4.2
    2007T3;6.2;4.2;1.9;12.5;5.7;6.7;31.0;14.8;16.2;17.3;7.6;9.6;11.5;5.4;6.1;8.0;3.4;4.5
    2007T2;6.6;4.1;2.5;11.7;4.5;7.2;32.0;12.2;19.8;27.5;11.2;16.4;11.4;2.8;8.6;7.7;4.0;3.7
    2007T1;4.5;2.1;2.4;13.1;3.8;9.3;40.1;15.4;24.7;26.6;9.3;17.3;17.3;6.1;11.2;9.8;6.3;3.6
    2006T4;2.0;1.1;0.8;16.1;6.1;10.0;34.0;12.3;21.7;22.8;7.0;15.8;17.6;5.9;11.8;7.7;4.7;3.0
    2006T3;3.3;1.2;2.1;15.9;7.9;8.0;30.9;13.8;17.1;20.9;5.8;15.1;12.0;4.6;7.4;9.1;5.5;3.5
    2006T2;5.1;2.2;2.9;15.6;6.6;8.9;39.2;16.3;22.9;23.8;6.0;17.8;12.6;4.1;8.5;10.0;5.6;4.3
    2006T1;5.8;2.8;3.0;20.6;9.4;11.2;45.4;17.5;27.9;28.1;9.4;18.8;14.8;5.8;8.9;11.0;6.0;4.9
13 Madrid, Comunidad de;;;;;;;;;;;;;;;;;;
    2020T4;16.6;11.1;5.5;57.6;29.9;27.7;117.4;58.5;58.9;112.1;49.6;62.5;102.1;41.6;60.5;74.2;36.8;37.3
    2020T3;15.5;8.1;7.4;55.3;25.4;29.9;123.8;58.6;65.2;119.1;53.6;65.5;90.4;38.1;52.3;55.1;28.8;26.3
    2020T2;9.2;6.0;3.3;48.1;20.2;27.9;107.5;49.6;58.0;115.0;55.2;59.8;81.3;39.5;41.9;66.2;34.2;32.1
    2020T1;14.3;7.4;6.9;37.0;17.4;19.7;86.6;42.5;44.2;82.4;35.7;46.7;76.1;38.3;37.8;76.5;31.9;44.5
    2019T4;15.6;7.7;7.9;36.0;18.8;17.3;83.6;45.4;38.3;81.8;35.1;46.7;59.7;26.5;33.2;75.5;35.2;40.3
    2019T3;14.7;6.5;8.1;49.1;25.3;23.8;80.5;38.1;42.4;82.6;38.7;43.9;71.8;31.3;40.5;55.4;27.1;28.3
    2019T2;14.9;7.4;7.5;45.6;23.5;22.0;78.0;32.2;45.8;87.5;41.9;45.6;76.4;37.7;38.7;62.2;30.3;31.9
    2019T1;14.4;5.0;9.4;52.2;26.8;25.4;90.5;37.4;53.1;99.8;52.3;47.4;80.7;34.5;46.1;64.3;30.5;33.8
    2018T4;18.5;9.5;9.1;47.0;26.1;21.0;93.6;41.5;52.2;91.7;49.7;42.1;82.5;39.2;43.3;62.8;29.2;33.6
    2018T3;18.3;9.9;8.4;41.1;27.0;14.2;93.2;34.4;58.7;115.3;59.5;55.8;79.8;36.7;43.1;54.7;29.1;25.7
    2018T2;10.7;5.5;5.2;45.6;23.1;22.4;96.3;40.2;56.1;104.1;52.7;51.3;90.8;48.0;42.8;62.9;29.5;33.4
    2018T1;13.3;8.1;5.1;38.6;22.9;15.7;103.1;47.2;55.9;118.2;62.9;55.4;117.2;54.8;62.5;65.8;29.2;36.6
    2017T4;18.6;11.3;7.3;55.6;25.9;29.7;104.4;44.8;59.7;109.7;57.3;52.4;108.0;52.4;55.5;70.3;33.6;36.7
    2017T3;15.1;9.7;5.4;49.5;32.2;17.2;93.7;46.6;47.1;93.0;41.8;51.2;104.2;46.5;57.7;59.3;28.0;31.3
    2017T2;17.1;7.0;10.0;52.4;30.6;21.8;103.9;56.7;47.2;102.7;48.3;54.3;104.6;50.2;54.4;54.6;26.7;27.9
    2017T1;14.9;10.0;4.8;51.9;29.6;22.3;109.8;47.7;62.1;126.9;57.3;69.6;110.9;53.7;57.2;59.8;34.5;25.3
    2016T4;12.9;6.5;6.4;57.9;32.8;25.1;118.0;57.5;60.5;121.5;60.0;61.5;103.8;46.4;57.4;75.1;40.3;34.8
    2016T3;15.5;9.6;5.9;58.3;28.0;30.3;111.1;50.5;60.6;135.1;65.0;70.1;113.0;56.4;56.6;74.4;36.7;37.6
    2016T2;20.6;12.6;8.0;73.1;33.4;39.7;135.8;69.5;66.3;143.4;65.5;77.8;106.9;52.4;54.5;69.5;38.5;31.0
    2016T1;24.8;14.0;10.8;64.0;32.0;32.0;137.0;65.3;71.7;143.9;65.5;78.4;124.6;61.1;63.5;75.1;37.9;37.2
    2015T4;23.9;12.4;11.5;64.4;36.2;28.2;139.2;73.4;65.8;141.2;65.7;75.5;121.1;65.5;55.6;73.0;33.0;40.0
    2015T3;24.2;12.1;12.0;76.1;37.8;38.3;133.1;64.0;69.1;125.9;62.5;63.4;125.3;67.1;58.2;60.7;30.8;30.0
    2015T2;22.5;14.6;7.9;73.3;41.8;31.5;147.8;71.6;76.2;146.0;68.6;77.3;150.6;69.8;80.8;62.3;33.2;29.1
    2015T1;16.0;6.4;9.6;88.0;50.8;37.2;158.0;87.3;70.6;146.9;81.8;65.1;132.1;55.2;76.9;61.8;38.1;23.7
    2014T4;23.9;7.2;16.7;78.6;40.4;38.2;154.7;87.4;67.3;155.8;81.5;74.3;129.4;65.2;64.2;69.9;39.0;30.8
    2014T3;19.7;4.5;15.2;80.7;39.7;41.0;140.0;77.5;62.5;156.0;71.9;84.1;119.3;54.5;64.8;68.0;34.0;34.0
    2014T2;21.7;12.7;9.0;79.2;38.3;40.9;150.4;73.6;76.8;167.5;86.4;81.1;133.1;68.6;64.5;79.9;35.3;44.6
    2014T1;24.3;12.9;11.4;93.0;43.6;49.3;176.7;84.1;92.5;171.5;82.6;88.9;134.9;65.2;69.7;76.6;35.8;40.8
    2013T4;25.9;14.0;11.9;89.0;40.0;49.0;168.6;93.9;74.7;167.8;72.9;94.9;152.2;75.0;77.2;82.0;38.8;43.3
    2013T3;26.9;15.4;11.5;82.2;37.7;44.5;156.8;83.6;73.1;176.5;83.5;93.0;139.9;71.4;68.5;69.6;36.1;33.5
    2013T2;19.7;13.4;6.3;81.6;41.0;40.5;169.0;87.0;82.0;174.6;85.6;89.0;139.8;66.3;73.5;66.3;36.4;29.9
    2013T1;22.4;15.2;7.2;90.4;48.1;42.3;175.2;86.7;88.5;193.4;98.3;95.2;125.7;67.9;57.8;82.6;38.3;44.3
    2012T4;21.4;14.0;7.4;86.6;47.3;39.2;179.4;101.4;78.0;175.5;87.7;87.8;132.8;71.3;61.5;68.9;31.1;37.9
    2012T3;34.9;19.2;15.6;80.4;45.1;35.4;173.0;100.8;72.2;157.9;73.3;84.6;133.5;68.5;65.0;49.8;24.9;24.8
    2012T2;28.4;16.5;12.0;75.3;41.3;34.0;169.0;99.3;69.7;168.2;84.4;83.8;136.1;69.7;66.4;64.4;33.9;30.4
    2012T1;26.7;13.3;13.5;93.3;54.9;38.4;164.9;97.0;67.9;170.7;86.4;84.3;114.9;56.2;58.7;58.6;34.7;23.9
    2011T4;27.2;13.2;14.0;77.1;43.0;34.2;165.6;92.1;73.5;185.4;97.5;87.8;104.8;54.9;49.9;58.9;35.2;23.6
    2011T3;25.2;13.2;12.0;84.3;42.3;42.0;164.7;88.3;76.3;144.9;71.0;73.9;99.9;49.8;50.1;50.9;26.7;24.3
    2011T2;27.2;12.9;14.3;76.5;44.0;32.5;164.8;88.1;76.7;137.1;75.9;61.2;94.3;51.9;42.4;44.1;26.0;18.1
    2011T1;24.8;11.5;13.3;67.0;38.1;28.9;163.9;78.6;85.3;145.5;74.5;70.9;85.0;41.6;43.4;38.2;22.3;15.9
    2010T4;27.2;13.2;14.0;79.3;44.4;34.9;160.9;76.5;84.4;145.9;80.2;65.6;89.0;37.9;51.1;43.0;26.9;16.1
    2010T3;27.2;14.8;12.4;80.8;38.8;42.0;178.7;85.0;93.7;142.6;77.6;65.0;79.9;36.3;43.6;39.9;23.5;16.4
    2010T2;31.1;19.8;11.3;73.3;40.8;32.5;166.1;84.9;81.2;152.7;78.2;74.4;103.8;50.2;53.5;39.6;23.9;15.7
    2010T1;22.6;13.5;9.1;72.7;41.4;31.4;177.5;88.0;89.5;142.0;81.7;60.3;95.2;48.1;47.2;43.5;22.4;21.1
    2009T4;24.6;17.0;7.5;71.5;39.9;31.5;156.7;80.3;76.4;124.0;68.7;55.3;79.8;37.2;42.5;45.5;21.5;24.1
    2009T3;35.4;25.4;10.0;84.4;44.1;40.3;151.9;80.2;71.7;108.8;60.4;48.4;63.5;30.7;32.8;45.0;22.3;22.7
    2009T2;30.3;20.2;10.1;79.9;44.0;35.9;143.0;76.5;66.5;99.9;66.6;33.3;65.9;31.8;34.1;47.7;21.4;26.3
    2009T1;26.6;10.1;16.5;61.6;32.2;29.4;146.0;83.7;62.3;115.9;67.4;48.5;78.0;32.1;45.9;37.1;19.6;17.5
    2008T4;20.0;9.4;10.6;52.1;32.2;19.9;105.7;60.3;45.4;77.3;31.5;45.7;55.3;23.5;31.8;37.4;16.5;20.9
    2008T3;21.9;6.6;15.3;43.6;29.0;14.6;92.5;51.0;41.5;62.8;29.4;33.4;38.4;22.3;16.1;26.8;15.8;11.0
    2008T2;33.4;13.1;20.3;36.4;17.6;18.8;92.6;48.0;44.5;64.3;32.4;31.9;44.9;17.6;27.3;25.3;14.6;10.7
    2008T1;23.6;12.5;11.1;44.1;21.0;23.1;77.5;31.4;46.1;53.7;22.1;31.6;32.5;14.5;18.1;18.1;10.5;7.6
    2007T4;18.9;9.7;9.2;34.2;15.6;18.6;68.8;33.7;35.2;45.8;16.6;29.3;30.8;12.6;18.2;16.8;10.1;6.7
    2007T3;20.7;7.6;13.1;39.5;13.7;25.7;59.5;23.2;36.3;40.0;17.3;22.7;26.1;6.4;19.7;14.2;7.5;6.7
    2007T2;17.3;7.3;10.1;44.0;19.4;24.5;58.4;28.4;30.0;45.2;22.7;22.5;26.0;13.0;13.0;13.6;6.8;6.8
    2007T1;21.9;11.6;10.4;33.1;9.9;23.2;74.1;33.4;40.7;38.8;15.5;23.3;23.4;9.2;14.2;21.4;7.4;14.1
    2006T4;29.6;15.3;14.3;32.5;11.3;21.2;74.7;38.8;35.9;35.7;8.0;27.8;24.2;5.5;18.7;16.3;5.5;10.8
    2006T3;18.6;9.7;8.9;27.3;10.4;16.9;70.9;20.5;50.3;38.7;18.2;20.5;22.3;3.8;18.5;13.6;5.7;7.9
    2006T2;22.6;10.0;12.6;29.8;15.5;14.3;79.7;34.3;45.4;51.3;20.4;30.9;21.9;5.7;16.2;17.2;8.7;8.6
    2006T1;14.8;5.7;9.1;26.3;14.8;11.6;60.7;26.2;34.5;43.7;17.7;26.1;25.1;6.9;18.2;16.2;10.5;5.7
14 Murcia, Región de;;;;;;;;;;;;;;;;;;
    2020T4;3.6;2.1;1.6;13.6;6.5;7.1;28.1;15.7;12.3;31.0;11.9;19.1;21.7;9.3;12.5;13.6;5.6;8.1
    2020T3;10.2;7.4;2.9;16.1;6.9;9.2;29.7;15.4;14.3;33.5;14.8;18.7;23.7;10.6;13.0;15.4;6.1;9.4
    2020T2;8.6;5.6;2.9;11.6;5.8;5.9;29.6;15.3;14.2;26.4;11.2;15.2;22.0;9.2;12.8;11.2;4.2;7.0
    2020T1;5.7;3.3;2.4;15.4;7.8;7.7;28.1;12.9;15.3;31.9;15.7;16.2;24.6;11.8;12.8;13.4;5.9;7.5
    2019T4;5.3;2.5;2.8;17.7;8.2;9.5;28.1;12.1;16.0;25.0;12.5;12.5;26.2;9.6;16.5;15.0;7.6;7.5
    2019T3;4.6;1.7;2.9;15.8;7.6;8.2;25.7;12.1;13.6;21.8;10.9;10.9;23.4;10.2;13.2;10.7;6.5;4.2
    2019T2;3.8;2.1;1.7;13.3;6.0;7.3;21.1;10.5;10.5;25.3;11.4;13.9;20.3;6.6;13.8;12.2;6.6;5.6
    2019T1;5.4;2.7;2.7;12.3;7.4;5.0;22.5;10.1;12.4;27.7;10.6;17.1;25.8;9.0;16.9;13.6;6.4;7.3
    2018T4;5.5;3.5;2.0;13.3;6.5;6.8;25.1;10.4;14.7;29.3;12.0;17.3;24.3;8.8;15.5;16.2;6.7;9.5
    2018T3;6.3;4.1;2.2;17.7;10.0;7.8;23.3;9.9;13.4;29.0;12.5;16.5;24.6;9.9;14.7;15.1;7.5;7.6
    2018T2;5.1;2.7;2.5;18.2;11.7;6.4;27.4;11.4;15.9;23.0;7.9;15.2;25.6;9.0;16.7;16.7;9.3;7.5
    2018T1;5.0;2.3;2.7;15.5;9.8;5.7;34.1;14.0;20.0;29.8;12.4;17.4;29.3;10.6;18.7;17.3;9.3;8.0
    2017T4;2.1;0.9;1.2;16.0;11.0;5.0;31.8;15.8;16.0;27.9;10.2;17.7;29.9;14.2;15.7;14.3;7.4;6.8
    2017T3;7.3;4.8;2.5;16.1;10.9;5.2;32.8;15.1;17.8;31.3;14.0;17.3;24.2;9.6;14.6;17.1;9.7;7.3
    2017T2;5.4;2.6;2.8;14.1;6.4;7.8;32.3;15.6;16.6;25.3;11.9;13.4;29.3;9.5;19.8;17.6;8.7;8.9
    2017T1;8.7;5.5;3.3;15.5;6.1;9.5;33.3;14.4;18.9;33.3;16.7;16.7;30.4;11.7;18.8;15.5;8.1;7.4
    2016T4;7.4;3.7;3.7;16.8;8.9;7.8;30.7;14.9;15.8;31.5;12.8;18.7;27.7;12.2;15.4;16.4;8.7;7.6
    2016T3;6.0;4.0;2.0;19.8;8.5;11.3;33.7;16.7;17.0;30.2;15.2;15.0;31.2;17.1;14.1;18.1;10.6;7.5
    2016T2;6.0;3.8;2.2;18.9;10.6;8.3;33.8;16.0;17.8;27.6;12.0;15.6;27.4;13.1;14.3;17.6;10.9;6.7
    2016T1;5.8;4.2;1.6;20.7;9.7;11.0;41.5;19.5;22.0;33.4;13.7;19.8;31.3;15.9;15.5;20.9;11.7;9.3
    2015T4;6.1;4.5;1.5;22.2;11.4;10.7;40.8;18.7;22.1;38.8;17.6;21.1;35.4;16.6;18.9;21.7;12.4;9.3
    2015T3;8.4;4.8;3.7;23.0;11.8;11.3;46.4;25.3;21.1;33.9;16.5;17.5;33.7;15.4;18.2;18.9;10.6;8.3
    2015T2;6.4;4.6;1.9;22.5;9.1;13.4;46.3;23.8;22.5;42.1;15.3;26.8;39.8;19.5;20.3;18.8;9.2;9.6
    2015T1;5.5;3.9;1.6;24.3;13.1;11.2;46.0;24.7;21.4;48.9;23.0;25.9;41.2;22.4;18.8;21.0;11.1;10.0
    2014T4;7.9;4.1;3.8;25.4;11.7;13.7;49.9;27.0;22.9;52.4;25.3;27.1;41.6;22.9;18.7;19.7;10.4;9.3
    2014T3;8.4;4.4;4.0;24.4;12.6;11.8;42.2;20.4;21.8;53.7;26.6;27.1;42.3;19.9;22.5;17.9;9.6;8.4
    2014T2;3.6;2.1;1.5;24.4;13.3;11.1;45.0;22.9;22.1;50.9;23.9;27.1;40.0;18.5;21.5;17.7;11.0;6.7
    2014T1;4.4;2.9;1.5;20.4;10.7;9.7;52.2;29.9;22.3;61.3;32.8;28.4;44.5;23.1;21.5;17.7;11.1;6.6
    2013T4;6.5;4.0;2.5;23.0;13.1;9.9;61.8;34.1;27.7;53.4;26.3;27.1;43.2;23.2;20.1;18.7;11.2;7.5
    2013T3;6.8;3.8;3.0;25.5;14.8;10.7;59.2;32.6;26.7;59.9;33.4;26.5;39.6;19.7;19.9;19.4;12.9;6.5
    2013T2;7.5;3.9;3.6;26.1;14.6;11.5;59.6;33.4;26.2;60.9;35.3;25.7;37.8;19.6;18.1;16.0;8.1;7.8
    2013T1;7.0;3.5;3.5;27.4;14.4;13.0;72.2;44.6;27.6;59.9;33.0;27.0;35.0;19.8;15.2;13.7;8.4;5.3
    2012T4;6.6;2.9;3.7;26.0;14.0;12.0;72.6;41.6;31.0;60.2;31.5;28.7;31.1;16.3;14.9;15.7;10.8;4.9
    2012T3;8.3;4.0;4.2;24.5;12.7;11.8;70.4;40.0;30.4;55.7;32.0;23.6;35.1;18.9;16.2;14.1;9.1;5.0
    2012T2;8.6;5.0;3.6;23.6;12.6;11.0;60.3;35.1;25.2;49.0;28.5;20.5;34.1;17.5;16.7;14.7;8.4;6.3
    2012T1;9.3;6.7;2.6;23.4;13.5;9.9;58.7;34.6;24.1;54.4;30.8;23.6;34.1;18.9;15.2;14.4;9.6;4.8
    2011T4;8.8;4.9;3.9;25.4;14.5;10.8;61.0;34.6;26.4;51.0;27.9;23.1;32.8;16.9;15.9;12.9;9.2;3.7
    2011T3;12.3;7.0;5.3;26.4;15.0;11.4;50.7;27.5;23.2;42.8;24.7;18.1;29.5;16.5;13.0;13.4;8.5;4.9
    2011T2;8.9;4.2;4.6;24.7;14.7;10.0;54.2;30.9;23.3;44.1;25.4;18.8;29.5;17.4;12.1;11.8;7.1;4.7
    2011T1;10.3;6.0;4.3;19.6;10.7;8.9;55.7;34.7;21.1;49.3;28.6;20.7;34.8;20.0;14.9;15.1;7.5;7.6
    2010T4;10.4;6.4;4.0;21.8;12.7;9.1;55.9;34.5;21.3;48.1;26.6;21.4;33.8;19.2;14.6;10.2;5.8;4.4
    2010T3;9.9;6.6;3.3;20.1;12.4;7.8;52.3;30.0;22.3;51.3;28.6;22.7;28.0;16.0;12.0;9.6;6.0;3.6
    2010T2;7.4;4.5;2.9;18.7;10.3;8.4;48.0;27.7;20.3;38.1;21.8;16.3;29.3;18.9;10.4;9.5;6.0;3.5
    2010T1;6.4;3.5;2.8;19.5;10.1;9.4;53.6;32.0;21.6;43.9;25.1;18.7;31.3;18.2;13.1;9.8;5.7;4.2
    2009T4;6.6;4.0;2.6;19.4;11.0;8.5;54.9;35.7;19.2;42.7;24.3;18.4;24.7;14.7;10.0;6.8;3.8;3.0
    2009T3;10.0;5.5;4.5;18.0;10.9;7.0;47.5;31.1;16.5;41.2;24.7;16.5;21.7;15.9;5.8;8.2;6.0;2.2
    2009T2;10.5;6.1;4.4;16.7;10.6;6.1;50.2;31.1;19.1;39.2;21.9;17.3;20.5;13.2;7.3;7.4;5.4;2.0
    2009T1;10.0;6.4;3.7;13.3;7.9;5.3;50.5;31.0;19.4;32.6;20.8;11.8;24.4;15.1;9.2;6.4;4.4;2.0
    2008T4;8.5;6.2;2.3;14.4;8.5;5.9;40.5;24.2;16.2;25.7;15.5;10.1;14.9;8.4;6.5;5.8;3.8;2.0
    2008T3;11.9;8.0;3.9;13.9;8.0;5.9;38.1;23.1;15.0;16.0;7.4;8.6;12.8;7.0;5.8;5.8;3.8;2.0
    2008T2;7.3;3.5;3.8;16.3;8.9;7.4;24.0;14.4;9.6;16.2;8.2;7.9;12.2;6.1;6.1;5.1;3.1;1.9
    2008T1;4.4;1.7;2.7;10.6;4.6;6.0;21.0;10.2;10.8;15.2;7.6;7.6;10.6;6.4;4.2;4.6;2.7;1.9
    2007T4;6.1;3.3;2.8;9.8;5.5;4.3;18.6;8.1;10.5;12.4;5.5;6.9;7.6;4.6;3.0;2.8;1.7;1.1
    2007T3;9.4;5.0;4.5;7.9;5.0;2.9;16.7;7.1;9.6;10.0;5.3;4.7;8.5;4.0;4.6;4.3;2.3;2.1
    2007T2;6.1;3.3;2.8;7.4;3.9;3.5;14.0;5.1;8.8;9.7;4.7;4.9;4.2;2.0;2.2;3.4;2.5;0.9
    2007T1;4.9;2.1;2.8;8.4;3.9;4.6;15.2;5.1;10.1;10.1;3.5;6.7;7.7;5.1;2.6;2.7;1.8;1.0
    2006T4;5.0;1.8;3.2;10.9;4.9;6.0;14.8;7.4;7.4;11.2;4.8;6.4;7.0;3.5;3.6;3.5;2.4;1.1
    2006T3;5.2;2.9;2.4;9.6;4.7;4.9;16.8;7.6;9.2;8.4;3.3;5.1;8.0;3.7;4.3;3.6;2.1;1.5
    2006T2;5.8;3.0;2.8;10.0;4.3;5.8;15.9;6.6;9.3;12.3;5.5;6.8;7.2;4.2;3.0;2.1;1.5;0.6
    2006T1;6.8;3.0;3.8;8.1;2.7;5.3;18.0;7.5;10.5;9.3;3.8;5.4;6.1;3.3;2.8;2.0;1.0;1.0
15 Navarra, Comunidad Foral de;;;;;;;;;;;;;;;;;;
    2020T4;0.2;0.2;0.2;3.6;2.1;1.5;11.7;5.0;6.7;9.9;4.6;5.3;6.0;3.4;2.6;5.3;3.7;1.5
    2020T3;0.3;0.2;0.3;5.8;2.9;2.9;9.3;6.0;3.3;6.2;2.8;3.4;4.9;2.6;2.4;4.4;2.9;1.5
    2020T2;1.0;1.0;0.2;4.6;1.9;2.7;7.5;4.2;3.3;7.2;4.1;3.1;7.1;4.0;3.1;3.1;1.5;1.6
    2020T1;0.2;0.2;0.2;2.6;2.1;0.5;7.9;4.6;3.4;7.0;3.2;3.8;5.1;2.2;2.9;3.7;1.8;2.0
    2019T4;0.5;0.2;0.3;2.4;1.5;0.9;8.8;3.7;5.1;8.7;4.7;3.9;5.5;2.4;3.1;2.6;1.1;1.5
    2019T3;1.6;0.9;0.7;4.4;1.9;2.4;5.7;1.7;4.0;6.2;2.5;3.7;5.1;2.4;2.7;2.9;1.7;1.2
    2019T2;1.4;0.7;0.7;2.9;2.0;0.9;3.5;1.1;2.4;7.4;3.0;4.4;5.9;3.1;2.8;3.0;1.6;1.4
    2019T1;0.3;0.2;0.2;3.4;2.0;1.4;5.1;1.7;3.4;6.5;2.6;3.9;7.7;5.3;2.3;2.4;1.4;1.0
    2018T4;1.0;0.8;0.2;3.9;2.1;1.7;8.3;3.7;4.7;8.3;3.6;4.7;7.1;3.4;3.7;3.0;1.3;1.7
    2018T3;1.7;0.7;1.0;3.5;2.1;1.4;5.9;1.6;4.3;7.5;4.1;3.4;8.2;3.4;4.8;3.5;1.5;1.9
    2018T2;2.1;1.6;0.5;4.1;1.9;2.3;5.8;1.9;4.0;8.5;4.6;3.9;6.8;3.4;3.3;4.0;1.9;2.0
    2018T1;0.9;0.3;0.6;4.6;2.7;1.9;6.7;1.8;4.9;9.0;6.5;2.5;6.4;3.1;3.3;5.0;2.1;2.9
    2017T4;1.6;1.0;1.6;4.5;1.7;2.7;5.7;2.4;3.3;10.3;5.9;4.3;5.7;2.1;3.6;2.1;0.9;1.2
    2017T3;2.2;1.0;1.2;3.9;1.2;2.7;7.7;3.4;4.4;6.4;2.2;4.1;8.9;3.7;5.2;3.7;1.5;2.3
    2017T2;2.2;1.0;1.2;5.4;2.3;3.0;8.6;2.0;6.6;7.1;1.9;5.2;5.6;3.0;2.6;4.1;1.8;2.3
    2017T1;1.1;1.0;0.2;5.8;3.0;2.8;7.6;3.2;4.4;7.5;2.5;5.0;6.5;2.3;4.2;3.0;1.6;1.4
    2016T4;0.4;0.4;0.8;4.5;2.1;2.4;8.5;4.9;3.6;7.8;3.6;4.2;7.0;2.8;4.2;2.7;1.3;1.4
    2016T3;1.7;0.7;0.9;5.0;2.3;2.6;8.9;4.5;4.3;9.2;4.6;4.6;8.9;4.7;4.2;4.9;1.8;3.1
    2016T2;1.4;0.4;1.0;6.0;3.5;2.6;7.9;3.5;4.3;7.9;4.2;3.7;11.0;4.3;6.6;5.3;2.0;3.3
    2016T1;1.1;0.5;0.6;4.8;3.1;1.7;8.4;3.2;5.2;12.0;4.3;7.7;12.6;6.4;6.1;4.9;2.0;2.8
    2015T4;1.1;0.8;0.3;5.9;3.3;2.6;9.4;4.0;5.4;10.3;4.5;5.9;10.0;4.8;5.2;4.6;2.1;2.5
    2015T3;1.7;1.2;0.4;4.7;2.3;2.4;7.7;3.7;4.0;14.1;6.7;7.5;9.3;4.5;4.7;4.4;2.0;2.4
    2015T2;1.1;0.5;0.6;4.2;2.9;1.3;9.3;5.6;3.7;12.3;5.4;6.8;8.4;4.0;4.4;3.2;1.2;2.0
